title,url,equipment,muscle,slug,instructions,difficulty,force,grips,mechanic
Hand Side Plank,https://musclewiki.com/bodyweight/male/obliques/hand-side-plank,bodyweight,obliques,hand-side-plank,"[""Press your hand into the ground and pick up your hip off the ground.\\"", ""Open your chest and maintain this position for the allotted amount of time.\\""]",,,,
Hand Side Plank Reach Through,https://musclewiki.com/bodyweight/male/obliques/hand-side-plank-reach-through,bodyweight,obliques,hand-side-plank-reach-through,"[""Start in a side plank position.\\"", ""Reach your top arm under your body.\\"", ""Return to the plank position.\\""]",,,,
Windshield Wiper,https://musclewiki.com/bodyweight/male/obliques/windshield-wiper,bodyweight,obliques,windshield-wiper,"[""Lie on back, arms out, legs together.\\"", ""Lift legs to 90 degrees.\\"", ""Rotate legs side to side, keeping shoulders grounded.\\""]",,,,
Oblique Crunch,https://musclewiki.com/bodyweight/male/obliques/oblique-crunch,bodyweight,obliques,oblique-crunch,"[""Lie on your side, knees bent, hands behind head.\\"", ""Bring your elbow towards your knees and flex your obliques.\\""]",,,,
Oblique Jackknife,https://musclewiki.com/bodyweight/male/obliques/oblique-jackknife,bodyweight,obliques,oblique-jackknife,"[""Lie on your side, legs straight, hand behind head.\\"", ""Lift both legs and upper body simultaneously.\\"", ""Squeeze obliques, then lower back down. Repeat on both sides.\\""]",,,,
Bodyweight Thoracic Spine Rotation,https://musclewiki.com/bodyweight/male/obliques/bodyweight-thoracic-spine-rotation,bodyweight,obliques,bodyweight-thoracic-spine-rotation,"[""Start on all fours then bring your chest to the ground. Place one hand on the ground in front of you. The other hand behind your head/ear.\\"", ""On the side of the hand that is behind your head, rotate until your elbow is pointed at the ceiling and then hold this position.\\""]",,,,
Stability Ball Side Crunch,https://musclewiki.com/bodyweight/male/obliques/stability-ball-side-crunch,bodyweight,obliques,stability-ball-side-crunch,"[""Lie sideways on a stability ball, feet anchored, hands behind head, core engaged.\\"", ""Crunch sideways by contracting obliques, bringing your upper body toward your hip.\\""]",,,,
Medicine Ball Half Kneeling Wood Chopper,https://musclewiki.com/medicine-ball/male/obliques/half-kneeling-wood-chopper,medicine-ball,obliques,half-kneeling-wood-chopper,"[""Kneel with one knee down, holding a medicine ball.\\"", ""Rotate torso and until the medicine ball is pointed the opposite direction.\\"", ""Repeat the movement on the other side.\\""]",,,,
Medicine Ball Kneeling Wood Chopper,https://musclewiki.com/medicine-ball/male/obliques/medicine-ball-kneeling-wood-chopper,medicine-ball,obliques,medicine-ball-kneeling-wood-chopper,"[""Kneel, holding a medicine ball.\\"", ""Rotate torso and slam the ball diagonally down and across.\\"", ""Repeat the movement on the other side.\\""]",,,,
Medicine Ball Partner Side Toss,https://musclewiki.com/medicine-ball/male/obliques/partner-side-toss,medicine-ball,obliques,partner-side-toss,"[""Stand facing partner, side by side.\\"", ""Toss medicine ball to partner's side.\\"", ""Catch and repeat toss on other side.\\""]",,,,
Medicine Ball Rainbow Slam,https://musclewiki.com/medicine-ball/male/obliques/rainbow-slam,medicine-ball,obliques,rainbow-slam,"[""Lift medicine ball overhead.\\"", ""Slam ball down to one side.\\"", ""Catch and repeat slam to the other side.\\""]",,,,
Medicine Ball Russian Twist,https://musclewiki.com/medicine-ball/male/obliques/russian-twist,medicine-ball,obliques,russian-twist,"[""Sit with knees bent, feet off ground.\\"", ""Twist torso side to side, touching medicine ball to ground.\\""]",,,,
Medicine Ball Wood Chopper,https://musclewiki.com/medicine-ball/male/obliques/wood-chopper,medicine-ball,obliques,wood-chopper,"[""Hold medicine ball with both hands and arms extended.\\"", ""Swing ball diagonally across body, engaging core.\\""]",,,,
Medicine Ball Wood Chopper Toss,https://musclewiki.com/medicine-ball/male/obliques/wood-chopper-toss,medicine-ball,obliques,wood-chopper-toss,"[""Stand sideways next to a wall.\\"", ""Swing medicine ball across your body and toss off the wall.\\"", ""Catch and repeat toss on the other side.\\""]",,,,
Kettlebell Wood Chopper,https://musclewiki.com/kettlebells/male/obliques/kettlebell-wood-chopper,kettlebells,obliques,kettlebell-wood-chopper,"[""Stand with feet slightly wider than shoulder width apart and hold the kettle bell with both hands against your hip.\\"", ""Keeping your arms straight, swing the kettlebell upwards and across your body towards your shoulder, raising the kettlebell to head height rotating your hips as you do so.\\"", ""Return to the starting position and repeat.\\""]",,,,
Cable Wood Chopper,https://musclewiki.com/cables/male/obliques/cable-wood-chopper,cables,obliques,cable-wood-chopper,"[""Set the cable at about nipple level. Use a handle attachment.\\"", ""Face sideways, then rotate your torso with your arms extended against the resistance.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Cable Pallof Press,https://musclewiki.com/cables/male/obliques/cable-pallof-press,cables,obliques,cable-pallof-press,"[""Use a handle attachment, set the cable at nipple level, walk a few steps away, and face sideways.\\"", ""Start with both hands on the handle and your fists against your chest.\\"", ""Press the handle forward until your elbows are fully extended, then pull the handle back to your chest.\\""]",,,,
Cable Half Kneeling Low To High Wood Chopper,https://musclewiki.com/cables/male/obliques/cable-half-kneeling-low-to-high-wood-chopper,cables,obliques,cable-half-kneeling-low-to-high-wood-chopper,"[""Set the cable at a low position. Take a half kneeling position. Use a handle attachment.\\"", ""Face sideways, then rotate your torso with your arms extended against the resistance.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Cable Half Kneeling Wood Chopper,https://musclewiki.com/cables/male/obliques/cable-half-kneeling-wood-chopper,cables,obliques,cable-half-kneeling-wood-chopper,"[""Set the cable at nipple level. Take a half kneeling position. Use a handle attachment.\\"", ""Face sideways, then rotate your torso with your arms extended against the resistance.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Cable Half Kneeling High To Low Wood Chopper,https://musclewiki.com/cables/male/obliques/cable-half-kneeling-high-to-low-wood-chopper,cables,obliques,cable-half-kneeling-high-to-low-wood-chopper,"[""Set the cable just over your head. Take a half kneeling position. Use a handle attachment.\\"", ""Face sideways, then rotate your torso with your arms extended against the resistance.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Cable Pallof Press Rotation,https://musclewiki.com/cables/male/obliques/cable-pallof-press-rotation,cables,obliques,cable-pallof-press-rotation,"[""Use a handle attachment, set the cable at nipple level, walk a few steps away, and face sideways.\\"", ""Start with both hands on the handle and your fists against your chest.\\"", ""Press the handle forward until your elbows are fully extended, then rotate away from the cable stack.\\"", ""Then pull the handle back to your chest.\\""]",,,,
Cable Oblique Pushdown,https://musclewiki.com/cables/male/obliques/cable-oblique-pushdown,cables,obliques,cable-oblique-pushdown,"[""Set the cable just over your head. Use a handle attachment.\\"", ""Face sideways, push the handle down until your elbow is extended. Flex your obliques until you feel a contraction.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Cable Side Bend,https://musclewiki.com/cables/male/obliques/cable-side-bend,cables,obliques,cable-side-bend,"[""Set the cable at the bottom of the stack. Use a handle attachment.\\"", ""Face sideways, grab the handle, lean away from the cable.\\"", ""After completing your given number of reps, face the opposite direction and repeat.\\""]",,,,
Band Wood Chopper,https://musclewiki.com/band/male/obliques/band-wood-chopper,band,obliques,band-wood-chopper,[],,,,
Band Pallof Press,https://musclewiki.com/band/male/obliques/band-pallof-press,band,obliques,band-pallof-press,"[""Place the band at an anchor point that is shoulder height. Take a few steps away until the band is taut.\\"", ""Start with your fingers interlocked around the band and your fists connected to your chest.\\"", ""Extend at the elbows pressing the band away from your body until your elbows are fully extended.\\""]",,,,
Plate Standing Twist,https://musclewiki.com/plate/male/obliques/plate-standing-twist,plate,obliques,plate-standing-twist,"[""Stand with a plate extended away from your body. Elbows mostly extended.\\"", ""Rotate at the upper spine while keeping your lumbar spine in a neutral position.\\"", ""Do not let the plate go behind your body.\\""]",,,,
Plate Wood Chopper,https://musclewiki.com/plate/male/obliques/plate-wood-chopper,plate,obliques,plate-wood-chopper,"[""Stand with a shoulder width stance. Begin with the plate near one of your quads.\\"", ""Rotate at your upper spine to engage the obliques.\\"", ""You can pivot your back foot to keep from generating too much torque at the knee.\\""]",,,,
TRX Forearm Side Plank,https://musclewiki.com/trx/male/obliques/trx-forearm-side-plank,trx,obliques,trx-forearm-side-plank,"[""Lie on your side with your legs straight and your feet resting in the TRX foot cradles.\\"", ""Prop yourself up on your forearm and engage your core to maintain a straight line from your head to your feet.\\""]",,,,
TRX Oblique Crunch,https://musclewiki.com/trx/male/obliques/trx-oblique-crunch,trx,obliques,trx-oblique-crunch,"[""Place your feet in the TRX stirrups and get in to a hand plank position.\\"", ""Pull both knees to your right elbow.\\"", ""Extend your legs back to the starting position, then pull both knees to the left elbow.\\""]",,,,
Gate Pose Variation Arm Extended on Side,https://musclewiki.com/yoga/male/obliques/gate-pose-variation-arm-extended-on-side,yoga,obliques,gate-pose-variation-arm-extended-on-side,"[""Start on your knees and extend your right leg out to the side.\\"", ""Raise your right arm above your head and reach towards the left side of the room.\\"", ""Gently bend your body to the left side and rest your left hand on your left thigh.\\"", ""Look up towards your right hand and hold the pose for a few breaths before switching sides.\\""]",,,,
Revolved Head To Knee,https://musclewiki.com/yoga/male/obliques/revolved-head-to-knee,yoga,obliques,revolved-head-to-knee,"[""Sit on the floor with your legs extended in front of you.\\"", ""Bend your right knee and bring your heel towards your perineum.\\"", ""Place your left hand on the outside of your right knee and twist your body to the right.\\"", ""Reach your right hand towards your left foot and look up towards the ceiling. Hold the pose for a few breaths before switching sides.\\""]",,,,
